상품명,스팩목록,가격
LG전자 코드제로 A9S AS9200BA,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 53분(최대)/내장형/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 마호가니브론즈/무게: 2.8kg/크기(가로x세로x깊이): 258ㅌ1105ㅌ140mm",940000
신일전자 SVC-ST25WIF,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/LED라이트/싸이클론흡입/헤파필터/[배터리] 사용시간: 53분(최대)/내장형/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 마호가니브론즈/무게: 2.8kg/크기(가로x세로x깊이): 258ㅌ1105ㅌ140mm",24390
테팔 엑스퍼트 7.60 라이트 TY6A12KO,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 에센스그라파이트/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",155000
JONR ED12,"핸디스틱청소기/무선/흡입전용/흡입력: 220W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/먼지봉투: 2.5L/싸이클론흡입/스마트인버터모터/[배터리] 사용시간: 1시간(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 에센스그라파이트/무게: 2.47kg/크기(가로x세로x깊이): 250x1120x260mm",188850
휴아코 휴빅 더포스 HB-2800B,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/헤파필터/[배터리] 사용시간: 17분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 샌드그레이/무게: 1.9kg/크기(가로x세로x깊이): 267x1030x124mm",114680
삼성전자 비스포크 제트 AI VS30D973JSE,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/헤파필터/[배터리] 사용시간: 17분(최대)/내장형/리튬이온/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 샌드그레이/무게: 1.9kg/크기(가로x세로x깊이): 267x1030x124mm",438000
삼성전자 비스포크 제트 AI Lite VS28D952DCA,"핸디스틱청소기/무선/흡입전용/LED라이트/싸이클론흡입/DC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드+블랙/크기(가로x세로x깊이): 260x1170x230mm",438490
다이슨 옴니 글라이드 컴플리트,"핸디스틱청소기/무선/흡입전용/LED라이트/싸이클론흡입/DC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드+블랙/크기(가로x세로x깊이): 260x1170x230mm",321500
블랙앤데커 CS1820T,핸디스틱청소기/무선/흡입전용/흡입력: 150W/싸이클론흡입/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기]  크기(가로x세로x깊이): 250x1120x200mm,357250
무궁화전자 바로바로 MC-B210,핸디스틱청소기/무선/흡입전용/흡입력: 150W/싸이클론흡입/워셔블헤파필터/[배터리] 사용시간: 40분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기]  크기(가로x세로x깊이): 250x1120x200mm,849000
JONR ED12 PRO,"핸디스틱청소기/무선/흡입전용/흡입력: 23,000Pa/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/내장형/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.915kg",8450
투데이리빙 전동 청소솔 + 브러쉬 9종 세트,"핸디스틱청소기/무선/흡입전용/흡입력: 23,000Pa/워셔블먼지필터/[배터리] 사용시간: 40분(최대)/내장형/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.915kg",18520
블라우풍트 블루모션 BLP-VC411KSP,"핸디청소기/무선/흡입전용/흡입력: 6,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/워셔블헤파필터/[배터리] 사용시간: 20분(최대)/내장형/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.65kg/크기(가로x세로x깊이): 120x400x170mm",26880
라헨느 더 퀸 슬림 플러피 LHN-VS800W,"핸디청소기/무선/흡입전용/흡입력: 6,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/워셔블헤파필터/[배터리] 사용시간: 20분(최대)/내장형/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.65kg/크기(가로x세로x깊이): 120x400x170mm",34040
신일전자 SVC-RK200WS,"핸디스틱청소기/무선/흡입전용/흡입력: 22,000Pa/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드, 블랙/무게: 3.89kg/크기(가로x세로x깊이): 239x1255x105mm",42550
신일전자 SVC-DC2200KP,"핸디스틱청소기/무선/흡입전용/흡입력: 22,000Pa/스테이션: 벽걸이거치/LED라이트/싸이클론흡입/BLDC모터/헤파필터/[배터리] 사용시간: 1시간10분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 레드, 블랙/무게: 3.89kg/크기(가로x세로x깊이): 239x1255x105mm",17940
마끼다 DCL182,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 벽걸이거치/BLDC모터/먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 로즈골드/무게: 1.4kg/크기(가로x세로x깊이): 285x734x188mm",122300
ANYOU YQ-669,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 벽걸이거치/BLDC모터/먼지필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 로즈골드/무게: 1.4kg/크기(가로x세로x깊이): 285x734x188mm",153530
아이닉 iv10,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 40분(최대)/분리형(2개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 카밍베이지/무게: 2.1kg/크기(가로x세로x깊이): 244x1105x150mm",49800
신일전자 SVC-K7500P,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 40분(최대)/분리형(2개)/[흡입구] 전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 카밍베이지/무게: 2.1kg/크기(가로x세로x깊이): 244x1105x150mm",229900
비브르 다루마 DVC820,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",25590
다이슨 Gen5 디텍트 컴플리트,"핸디스틱청소기/무선/흡입+물걸레(동시)/흡입력: 320W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치/먼지비움시간: 30초/AI청소/LED라이트/오토스탑앤고/먼지감지센서/자동물공급/스마트인버터모터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 와이드/추가브러쉬: 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 카밍베이지/무게: 2.54kg/크기(가로x세로x깊이): 300x1100x245mm",1617000
한경희생활과학 HCV-B290,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 420W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치, 액서서리&배터리거치/먼지봉투: 3L/싸이클론흡입/먼지감지센서/물분사/헤파필터/사용시간: 35분(최대)/분리형(1개)/리튬이온/전방향회전/액체흡입/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/물걸레: 포함/무게: 3.1kg/크기(가로x세로x깊이): 272x1023x283mm",1370340
테팔 엑스나노 TY1134KO,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 420W/스테이션: 먼지비움, 충전, 액서서리수납, 스탠드거치, 액서서리&배터리거치/먼지봉투: 3L/싸이클론흡입/먼지감지센서/물분사/헤파필터/사용시간: 35분(최대)/분리형(1개)/리튬이온/전방향회전/액체흡입/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬, 카펫브러쉬/물걸레: 포함/무게: 3.1kg/크기(가로x세로x깊이): 272x1023x283mm",36710
샤오미 미홀 M22 LITE,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.8L/LED라이트/싸이클론흡입/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.78kg/크기(가로x세로x깊이): 246x1146x348mm",488000
쿠쿠전자 파워클론 CVC-AE1420NW,"핸디스틱청소기/무선/흡입전용/흡입력: 20,000Pa/스테이션: 먼지비움, 충전, UVC LED, 스탠드거치, 액서서리&배터리거치/먼지봉투: 2.8L/LED라이트/싸이클론흡입/먼지감지센서/BLDC모터/워셔블헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 화이트/무게: 0.78kg/크기(가로x세로x깊이): 246x1146x348mm",464790
삼성전자 비스포크 제트 AI VS90FCA95CSK,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 웜블랙/무게: 1.6kg/크기(가로x세로x깊이): 228x1041x161mm",858990
삼성전자 비스포크 제트 AI Lite VS28D952HCB,"핸디스틱청소기/무선/흡입전용/스테이션: 먼지비움, 충전, 스탠드거치, 액서서리&배터리거치/AI청소/LED라이트/먼지감지센서/워셔블먼지필터/[배터리] 사용시간: 1시간(최대)/분리형(2개)/리튬이온/[흡입구] 일반/전방향회전/추가브러쉬: 침구브러쉬, 솔브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 웜블랙/무게: 1.6kg/크기(가로x세로x깊이): 228x1041x161mm",496130
삼성전자 비스포크 제트 AI VS30D973ISS,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 12분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 1.38kg/피벗노즐/크기(가로x세로x깊이): 270x170x140mm",159000
다이슨 V11 컴플리트,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 12분(최대)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 연장관/[색상/크기] 색상: 화이트/무게: 1.38kg/피벗노즐/크기(가로x세로x깊이): 270x170x140mm",187780
미닉스 더 슬림 MNVC-100G,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 사용시간: 8~12분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 블랙/크기(가로x세로x깊이): 200x420x138mm",119000
신일전자 SVC-2699,"핸디스틱청소기/무선/흡입전용/스테이션: 충전, 스탠드거치/워셔블먼지필터/[배터리] 사용시간: 8~12분(최대)/[흡입구] 일반/추가브러쉬: 틈새브러쉬/[색상/크기] 색상: 블랙/크기(가로x세로x깊이): 200x420x138mm",272290
에이스전자 AVC-602RCK,"핸디스틱청소기/무선/흡입전용/흡입력: 28,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg",75000
도어스코리아 홈리아 더스트제로 HA-330W,"핸디스틱청소기/무선/흡입전용/흡입력: 28,000Pa/스테이션: 충전, 스탠드거치, 액서서리&배터리거치/LED라이트/BLDC모터/헤파필터/[배터리] 사용시간: 30분(최대)/분리형(1개)/리튬이온/[흡입구] 전방향회전/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 무게: 1.6kg",849000
디베아 THE AUTO,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/LED라이트/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+다크그린/크기(가로x세로x깊이): 260x1100x230mm",98090
다이슨 V15 디텍트 컴플리트,"핸디스틱청소기/무선/흡입전용/흡입력: 130W/LED라이트/싸이클론흡입/DC모터/헤파필터/[배터리] 사용시간: 35분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬/[색상/크기] 색상: 블랙+다크그린/크기(가로x세로x깊이): 260x1100x230mm",1160840
삼성전자 비스포크 제트 AI VS28C973DRK,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 230x1150x210mm",62900
먼작귀 미니미 청소기,"핸디스틱청소기/무선/흡입+물걸레(교체)/흡입력: 25,000Pa/스테이션: 벽걸이거치/LED라이트/UV살균/BLDC모터/헤파필터/[배터리] 사용시간: 50분(최대)/분리형(1개)/리튬이온/[흡입구] 일반/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 별매/[색상/크기] 색상: 화이트/무게: 2.5kg/크기(가로x세로x깊이): 230x1150x210mm",587020
보만 VC7212,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 45분(최대)/[흡입구] 와이드/전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3kg/크기(가로x세로x깊이): 280x937x261mm",296110
디베아 ALLNEW22000+,"핸디스틱청소기/무선/흡입+물걸레(건습식)/흡입력: 250W/스테이션: 먼지비움, 충전, UVC LED, 액서서리수납, 스탠드거치/먼지봉투: 3L/LED라이트/먼지감지센서/BLDC모터/헤파필터/[배터리] 사용시간: 45분(최대)/[흡입구] 와이드/전방향회전/추가브러쉬: 침구브러쉬, 솔형브러쉬, 틈새브러쉬/물걸레: 포함/[색상/크기] 색상: 노블화이트/무게: 3kg/크기(가로x세로x깊이): 280x937x261mm",209000
다이슨 옴니 글라이드,"핸디스틱청소기/무선/흡입전용/흡입력: 151W/스테이션: 충전, 벽걸이거치/싸이클론흡입/먼지필터/[배터리] 사용시간: 1시간(최대)/[흡입구] 일반/추가브러쉬: 솔형브러쉬, 틈새브러쉬, 미니브러쉬/[색상/크기] 색상: 레드/무게: 2.5kg/크기(가로x세로x깊이): 256x1241x250mm",168500
